"attachments/0/style_list/0","attachments/0/style_list/1","attachments/0/style_list/2","attachments/0/style_list/3","attachments/0/style_list/4","commentUrl","commentsCount","date","facebookId","facebookUrl","feedbackId","id","likesCount","pageAdLibrary/id","pageAdLibrary/is_business_page_active","profileId","profileName","profilePicture","profileUrl","replyToCommentId","text","threadingDepth"
,,,,,"https://www.facebook.com/permalink.php?story_fbid=pfbid02PjXi7ycbbQ8VnYpajXdinnatUvJXEtXeUCjcw4oAzaefGjW7WTLSaZAquoJ4mJmSl&id=100069191379833&comment_id=971646024490015","345","2024-05-27T11:47:27.000Z","784097547239951","https://www.facebook.com/permalink.php?story_fbid=pfbid02PjXi7ycbbQ8VnYpajXdinnatUvJXEtXeUCjcw4oAzaefGjW7WTLSaZAquoJ4mJmSl&id=100069191379833","ZmVlZGJhY2s6Nzg0MDk3NTQ3MjM5OTUxXzk3MTY0NjAyNDQ5MDAxNQ==","Y29tbWVudDo3ODQwOTc1NDcyMzk5NTFfOTcxNjQ2MDI0NDkwMDE1","1572","106895805619273","false","100028157592554","Gir Lix","https://scontent-atl3-1.xx.fbcdn.net/v/t39.30808-1/444151150_1527118988236673_966610027472187261_n.jpg?stp=cp0_dst-jpg_p32x32&_nc_cat=109&ccb=1-7&_nc_sid=5f2048&_nc_ohc=86jL_gAJR9UQ7kNvgHThxfE&_nc_ht=scontent-atl3-1.xx&oh=00_AYC55OGnrFTforGZa8zKVZ6OsvEhLHVbtQKNr1bGOZPsiA&oe=665CE6EE","https://www.facebook.com/people/Gir-Lix/100028157592554/",,"Kung ang divorce hendi para sainyo wag nyo naman ipag kait sa aming nangangaylangan nito",
,,,,,"https://www.facebook.com/permalink.php?story_fbid=pfbid02PjXi7ycbbQ8VnYpajXdinnatUvJXEtXeUCjcw4oAzaefGjW7WTLSaZAquoJ4mJmSl&id=100069191379833&comment_id=466874562406452","101","2024-05-28T04:57:33.000Z","784097547239951","https://www.facebook.com/permalink.php?story_fbid=pfbid02PjXi7ycbbQ8VnYpajXdinnatUvJXEtXeUCjcw4oAzaefGjW7WTLSaZAquoJ4mJmSl&id=100069191379833","ZmVlZGJhY2s6Nzg0MDk3NTQ3MjM5OTUxXzQ2Njg3NDU2MjQwNjQ1Mg==","Y29tbWVudDo3ODQwOTc1NDcyMzk5NTFfNDY2ODc0NTYyNDA2NDUy","2481","106895805619273","false","100000207996207","Jennifer Tubtub","https://scontent-atl3-1.xx.fbcdn.net/v/t39.30808-1/437763482_8291044617579056_3538419540186856964_n.jpg?stp=cp6_dst-jpg_p32x32&_nc_cat=110&ccb=1-7&_nc_sid=5f2048&_nc_ohc=NX3oGrPhgkMQ7kNvgGiXDgG&_nc_ht=scontent-atl3-1.xx&oh=00_AYDj_rhTEzG8as7SQZQzm6VaIgBP0578tDfKvC7g79KqKw&oe=665CFF2F",,,"It’s a covenant and a sacred matrimony, so people must think through it before entering into it. However, if people can’t keep the sanctity of the covenant, I think that God wouldn’t even be pleased to see two people living in unfaithfulness or abuse. If a union is putting someone’s life in danger, I would rather save life than the marriage. The preservation of life is more important than keeping an abusive relationship. Once, one is no longer keeping what has been promised ( love, protection, respect, etc), then the marriage covenant has been violated. Thus, it’s just the legal responsibility that is keeping the two together. Marriage must be a mutual agreement between two parties. If marriage is something that will both honor and glorify God, then good. But, if such union is abusive, life threatening, and brings you mental and emotional trauma, I think you have a choice not to get stuck in it. Im just saying.",
,,,,,"https://www.facebook.com/permalink.php?story_fbid=pfbid02PjXi7ycbbQ8VnYpajXdinnatUvJXEtXeUCjcw4oAzaefGjW7WTLSaZAquoJ4mJmSl&id=100069191379833&comment_id=1471047133487829","23","2024-05-27T17:06:16.000Z","784097547239951","https://www.facebook.com/permalink.php?story_fbid=pfbid02PjXi7ycbbQ8VnYpajXdinnatUvJXEtXeUCjcw4oAzaefGjW7WTLSaZAquoJ4mJmSl&id=100069191379833","ZmVlZGJhY2s6Nzg0MDk3NTQ3MjM5OTUxXzE0NzEwNDcxMzM0ODc4Mjk=","Y29tbWVudDo3ODQwOTc1NDcyMzk5NTFfMTQ3MTA0NzEzMzQ4NzgyOQ==","337","106895805619273","false","100035500747154","Manilyn Malbago Campos","https://scontent-atl3-1.xx.fbcdn.net/v/t39.30808-1/434458251_1147947066398641_740344811659483980_n.jpg?stp=cp0_dst-jpg_p32x32&_nc_cat=103&ccb=1-7&_nc_sid=5f2048&_nc_ohc=2pk_LQFTP-wQ7kNvgFV7HYS&_nc_ht=scontent-atl3-1.xx&oh=00_AYC_GiSHYXz1VHFWcbx0XGv_HHAqCagWPqdFU3eo92yUOQ&oe=665CE14D","https://www.facebook.com/itsmanilync",,"Yes to divorce.  Kung ayaw niyo sa divorce. Di wag kayo magpa divorce. Period.",
,,,,,"https://www.facebook.com/permalink.php?story_fbid=pfbid02PjXi7ycbbQ8VnYpajXdinnatUvJXEtXeUCjcw4oAzaefGjW7WTLSaZAquoJ4mJmSl&id=100069191379833&comment_id=485271827269384","236","2024-05-27T07:16:32.000Z","784097547239951","https://www.facebook.com/permalink.php?story_fbid=pfbid02PjXi7ycbbQ8VnYpajXdinnatUvJXEtXeUCjcw4oAzaefGjW7WTLSaZAquoJ4mJmSl&id=100069191379833","ZmVlZGJhY2s6Nzg0MDk3NTQ3MjM5OTUxXzQ4NTI3MTgyNzI2OTM4NA==","Y29tbWVudDo3ODQwOTc1NDcyMzk5NTFfNDg1MjcxODI3MjY5Mzg0","1173","106895805619273","false","100002994627890","Mah Singh","https://scontent-atl3-2.xx.fbcdn.net/v/t39.30808-1/445441066_7277836488992766_7580976936850425727_n.jpg?stp=cp0_dst-jpg_p32x32&_nc_cat=104&ccb=1-7&_nc_sid=5f2048&_nc_ohc=F2JuvxRKXjoQ7kNvgFUpogG&_nc_ht=scontent-atl3-2.xx&oh=00_AYB2o1F9DTAYHvgujvkolP1fvILAFtXYUUW95yB31yab0w&oe=665CF06A",,,"Kung ayaw nyo sa divorce din wag kang magpa divorce, ganun lang yun...",
,,,,,"https://www.facebook.com/permalink.php?story_fbid=pfbid02PjXi7ycbbQ8VnYpajXdinnatUvJXEtXeUCjcw4oAzaefGjW7WTLSaZAquoJ4mJmSl&id=100069191379833&comment_id=423785587288272","66","2024-05-28T04:49:40.000Z","784097547239951","https://www.facebook.com/permalink.php?story_fbid=pfbid02PjXi7ycbbQ8VnYpajXdinnatUvJXEtXeUCjcw4oAzaefGjW7WTLSaZAquoJ4mJmSl&id=100069191379833","ZmVlZGJhY2s6Nzg0MDk3NTQ3MjM5OTUxXzQyMzc4NTU4NzI4ODI3Mg==","Y29tbWVudDo3ODQwOTc1NDcyMzk5NTFfNDIzNzg1NTg3Mjg4Mjcy","872","106895805619273","false","1539848535","Ernanette Carolino","https://scontent-atl3-1.xx.fbcdn.net/v/t39.30808-1/432763381_10231247685285657_7265158739088302022_n.jpg?stp=cp0_dst-jpg_p32x32&_nc_cat=108&ccb=1-7&_nc_sid=5f2048&_nc_ohc=EJvHFb_NW9MQ7kNvgHTHSYA&_nc_ht=scontent-atl3-1.xx&oh=00_AYAqzv4poH5uuJpfzsto1fFemSPXVifoXlBBX82tNRBgig&oe=665D0633",,,"If DIVORCE IS NOT IN LINE WITH YOUR BELIEFS, THAT'S OKAY-DON'T GET DIVORCED. BUT DON'T TAKE THAT OPTION AWAY FROM PEOPLE WHO NEED IT. THE REALITY IS THAT DOMESTIC VIOLENCE, ADULTERY, AND BROKEN FAMILIES EXIST WHETHER YOU LIKE IT OR NOT. 

I UNDERSTAND THAT WE SHOULD TRY TO FIX THESE ISSUES FIRST, AND I AGREE WITH THAT. HOWEVER, SOME PEOPLE ARE HOPELESS AND DO NOT WANT TO CHANGE, SO WE SHOULD GIVE THEIR PARTNERS THE CHANCE TO LEAVE THESE SITUATIONS SAFELY AND LEGALLY. IT HAS NOTHING TO DO WITH YOU AND YOUR BELIEFS. IS THAT SO HARD TO UNDERSTAND?

AND DON'T THINK DIVORCE IS INSTANT BECAUSE THERE IS A CORRECT PROCESS. IT'S NOT A WALK IN THE PARK, BUT IT CAN REALLY HELP PEOPLE WHO DESPERATELY NEED IT. SO YES TO DIVORCE!
M",
"photo","fallback",,,,"https://www.facebook.com/permalink.php?story_fbid=pfbid02PjXi7ycbbQ8VnYpajXdinnatUvJXEtXeUCjcw4oAzaefGjW7WTLSaZAquoJ4mJmSl&id=100069191379833&comment_id=438149262182428","76","2024-05-27T11:44:26.000Z","784097547239951","https://www.facebook.com/permalink.php?story_fbid=pfbid02PjXi7ycbbQ8VnYpajXdinnatUvJXEtXeUCjcw4oAzaefGjW7WTLSaZAquoJ4mJmSl&id=100069191379833","ZmVlZGJhY2s6Nzg0MDk3NTQ3MjM5OTUxXzQzODE0OTI2MjE4MjQyOA==","Y29tbWVudDo3ODQwOTc1NDcyMzk5NTFfNDM4MTQ5MjYyMTgyNDI4","1733","106895805619273","false","100002451140395","Honey Mahilum","https://scontent-atl3-1.xx.fbcdn.net/v/t39.30808-1/442472248_7551953128229650_4685143223358581621_n.jpg?stp=cp0_dst-jpg_p32x32&_nc_cat=108&ccb=1-7&_nc_sid=5f2048&_nc_ohc=VpqhPi7NvQEQ7kNvgGBoGrF&_nc_ht=scontent-atl3-1.xx&oh=00_AYC5nR4WbfqO5bogaGScwPOjrJniF3zMNiF1ctrSVu-p_Q&oe=665CE32F","https://www.facebook.com/iamyenoh08",,,
,,,,,"https://www.facebook.com/permalink.php?story_fbid=pfbid02PjXi7ycbbQ8VnYpajXdinnatUvJXEtXeUCjcw4oAzaefGjW7WTLSaZAquoJ4mJmSl&id=100069191379833&comment_id=435446429245193","45","2024-05-28T00:52:12.000Z","784097547239951","https://www.facebook.com/permalink.php?story_fbid=pfbid02PjXi7ycbbQ8VnYpajXdinnatUvJXEtXeUCjcw4oAzaefGjW7WTLSaZAquoJ4mJmSl&id=100069191379833","ZmVlZGJhY2s6Nzg0MDk3NTQ3MjM5OTUxXzQzNTQ0NjQyOTI0NTE5Mw==","Y29tbWVudDo3ODQwOTc1NDcyMzk5NTFfNDM1NDQ2NDI5MjQ1MTkz","1084","106895805619273","false","100000142454202","Sweet Eusebio Salbino","https://scontent-atl3-2.xx.fbcdn.net/v/t39.30808-1/276119155_5631993483482011_9130761050344544076_n.jpg?stp=cp0_dst-jpg_p32x32&_nc_cat=104&ccb=1-7&_nc_sid=5f2048&_nc_ohc=HO3cuPU3LhkQ7kNvgFCY75A&_nc_ht=scontent-atl3-2.xx&oh=00_AYDtdspBmzpTWPxVx0SGnNAdK5Oh-b6-3L6wFERYap0JoQ&oe=665CF416",,,"Marriage is a covenant disrespected by many cheaters, liars and abusers.",
"photo","fallback",,,,"https://www.facebook.com/permalink.php?story_fbid=pfbid02PjXi7ycbbQ8VnYpajXdinnatUvJXEtXeUCjcw4oAzaefGjW7WTLSaZAquoJ4mJmSl&id=100069191379833&comment_id=1347723579241399","198","2024-05-27T12:11:49.000Z","784097547239951","https://www.facebook.com/permalink.php?story_fbid=pfbid02PjXi7ycbbQ8VnYpajXdinnatUvJXEtXeUCjcw4oAzaefGjW7WTLSaZAquoJ4mJmSl&id=100069191379833","ZmVlZGJhY2s6Nzg0MDk3NTQ3MjM5OTUxXzEzNDc3MjM1NzkyNDEzOTk=","Y29tbWVudDo3ODQwOTc1NDcyMzk5NTFfMTM0NzcyMzU3OTI0MTM5OQ==","621","106895805619273","false","1549807038","Mario M. Juan","https://scontent-atl3-2.xx.fbcdn.net/v/t39.30808-1/428611400_10223213297831324_2582069092159913145_n.jpg?stp=cp0_dst-jpg_p32x32&_nc_cat=111&ccb=1-7&_nc_sid=5f2048&_nc_ohc=YRlaKAqizbUQ7kNvgHL6dGT&_nc_ht=scontent-atl3-2.xx&oh=00_AYC2s6kSCe536n2h-LjXYnEip5NaqTzbLo9GKcnUYS5wGA&oe=665CED86",,,,
,,,,,"https://www.facebook.com/permalink.php?story_fbid=pfbid02PjXi7ycbbQ8VnYpajXdinnatUvJXEtXeUCjcw4oAzaefGjW7WTLSaZAquoJ4mJmSl&id=100069191379833&comment_id=1496530770944896","39","2024-05-28T02:37:51.000Z","784097547239951","https://www.facebook.com/permalink.php?story_fbid=pfbid02PjXi7ycbbQ8VnYpajXdinnatUvJXEtXeUCjcw4oAzaefGjW7WTLSaZAquoJ4mJmSl&id=100069191379833","ZmVlZGJhY2s6Nzg0MDk3NTQ3MjM5OTUxXzE0OTY1MzA3NzA5NDQ4OTY=","Y29tbWVudDo3ODQwOTc1NDcyMzk5NTFfMTQ5NjUzMDc3MDk0NDg5Ng==","248","106895805619273","false","1473185637","Christian Paul Vidal","https://scontent-atl3-2.xx.fbcdn.net/v/t39.30808-1/440234049_10224112015936161_5304653283780706090_n.jpg?stp=cp6_dst-jpg_p32x32&_nc_cat=101&ccb=1-7&_nc_sid=5f2048&_nc_ohc=kNl3tEGZysYQ7kNvgFhWTjR&_nc_ht=scontent-atl3-2.xx&oh=00_AYDLgRRR6-CHol0tSTBENH4itvb7GmnVeB75DG2apHtKVw&oe=665D05D2","https://www.facebook.com/christian.p.vidal",,"Its much better to implement divorce rather than suffering from a marriage na d nag wowork. 
This will lead to more violence, misunderstanding and more pain for both parties. 
It doesnt mean na wlang divorce eh wla tlgang nag hihiwalay sa pinas. 
D lng nkikita dhil wlang statistics. 
So im pro divorce. Even our lord will understand. 
Mapag mahal ang dios. At mapag patawad. Mas masasaktan ang dios if nkikita nyng puru hatred nlng and pagsasama ng mag asawa.",
,,,,,"https://www.facebook.com/permalink.php?story_fbid=pfbid02PjXi7ycbbQ8VnYpajXdinnatUvJXEtXeUCjcw4oAzaefGjW7WTLSaZAquoJ4mJmSl&id=100069191379833&comment_id=844041567537006","36","2024-05-27T23:26:16.000Z","784097547239951","https://www.facebook.com/permalink.php?story_fbid=pfbid02PjXi7ycbbQ8VnYpajXdinnatUvJXEtXeUCjcw4oAzaefGjW7WTLSaZAquoJ4mJmSl&id=100069191379833","ZmVlZGJhY2s6Nzg0MDk3NTQ3MjM5OTUxXzg0NDA0MTU2NzUzNzAwNg==","Y29tbWVudDo3ODQwOTc1NDcyMzk5NTFfODQ0MDQxNTY3NTM3MDA2","129","106895805619273","false","100073621036208","Camila Kim Samson","https://scontent-atl3-2.xx.fbcdn.net/v/t39.30808-1/445413006_474456768351687_3340872870657747607_n.jpg?stp=cp0_dst-jpg_p32x32&_nc_cat=111&ccb=1-7&_nc_sid=5f2048&_nc_ohc=umSVlpeI7TUQ7kNvgHp6UKs&_nc_ht=scontent-atl3-2.xx&oh=00_AYAsZoFw-kBRbnY500tN1y6Qh2hLnTR1PLK84NzyNO-Yjg&oe=665CEDCD",,,"Pag dumating na sa point na nagkakasaakitan na kayo physically, ipaglalaban mo parin ba? Hanggang kailan mo ba ipaglalaban ang relasyong wala ng pag asa? Hihintayin mo bang ito ang magiging dahilan ng pagkamatay mo?. Please, opo bawal ang divorce kahit saang religion, pero wag naman tayong selfish na, di porket okay marriage natin, pano naman yung iba na nagtitiis lang? Pano sila makakalaya sa isa't-isa? . Yes to divorce!",
